"","x"
"225",9
"226",9
"227",9
"228",9
"229",9
"230",9
"231",9
"232",9
"233",9
"234",9
"235",9
"236",9
"237",9
"238",9
"239",9
"240",9
"241",9
"242",9
"243",9
"244",9
"245",9
"246",9
"247",9
"248",9
"249",9
"250",10
"251",10
"252",10
"253",10
"254",10
"255",10
"256",10
"257",10
"258",10
"259",10
"260",10
"261",10
"262",10
"263",10
"264",10
"265",10
"266",10
"267",10
"268",10
"269",10
"270",10
"271",10
"272",10
"273",10
"274",10
"275",10
"276",10
"277",10
"278",10
"279",10
"280",10
"281",10
"282",10
"283",10
"284",10
"285",10
"286",10
"287",10
"288",10
"289",10
"290",10
"291",10
"292",10
"293",10
"294",10
"295",10
"296",10
"297",10
"298",10
"299",10
"300",10
"301",10
"302",10
"303",10
"304",10
"305",10
"306",10
"307",10
"308",10
"309",10
"310",10
"311",10
"312",10
"313",10
"314",10
"315",10
"316",10
"317",10
"318",10
"319",10
"320",10
"321",10
"322",10
"323",10
"324",10
"325",10
"326",10
"327",10
"328",10
"329",10
"330",10
"331",11
"332",11
"333",11
"334",11
"335",12
"336",12
"337",12
"338",12
"339",12
"340",12
"341",12
"342",12
"343",12
"344",12
"345",12
"346",12
"347",12
"348",12
"349",12
"350",12
"351",12
"352",12
"353",12
"354",12
"355",12
"356",12
"357",12
"358",12
"359",12
"360",12
"361",12
"362",12
"363",12
"364",13
"365",13
"366",13
"367",14
"368",14
"369",14
"370",14
"371",14
"372",14
"373",14
"374",14
"375",14
"376",14
"377",14
"378",14
"379",14
"380",14
"381",14
"382",14
"383",14
"384",14
"385",14
"386",14
"387",14
"388",14
"389",14
"390",14
"391",14
"392",14
"393",14
"394",14
"395",14
"396",14
"397",14
"398",14
"399",15
"400",15
"401",15
"402",15
"403",15
"404",15
"405",15
"406",15
"407",15
"408",15
"409",15
"410",15
"411",15
"412",15
"413",15
"414",15
"415",15
"416",15
"417",15
"418",15
"419",16
"420",16
"421",17
"422",17
"423",17
"424",17
"425",17
"426",17
"427",17
"428",17
"429",17
"430",17
"431",17
"432",17
"433",17
"434",17
"435",17
"436",17
"437",17
"438",17
"439",17
"440",17
"441",17
"442",17
"443",17
"444",17
"445",17
"446",17
"447",17
"448",17
"449",17
"450",17
"451",17
"452",17
"453",17
"454",17
"455",17
"456",17
"457",17
"458",17
"459",17
"460",17
"461",17
"462",17
"463",17
"464",17
"465",17
"466",17
"467",17
"468",17
"469",18
"470",18
"471",19
"472",19
"473",19
"474",19
"475",19
"476",19
"477",19
"478",19
"479",19
"480",19
"481",19
"482",19
"483",19
"484",19
"485",19
"486",19
"487",19
"488",19
"489",19
"490",19
"491",19
"492",19
"493",19
"494",19
"495",19
"496",19
"497",19
"498",19
"499",19
"500",19
"501",19
"502",19
"503",19
"504",19
"505",19
"506",19
"507",19
"508",19
"509",19
"510",19
"511",19
"512",19
"513",19
"514",19
"515",19
"516",19
"517",19
"518",19
"519",19
"520",19
"521",19
"522",19
"523",19
"524",19
"525",19
"526",19
"527",19
"528",19
"529",19
"530",19
"531",19
"532",19
"533",19
"534",19
"535",19
"536",19
"537",19
"538",19
"539",19
"540",19
"541",19
"542",19
"543",19
"544",19
"545",19
"546",19
"547",19
"548",19
"549",19
"550",19
"551",19
"552",19
"553",19
"554",19
"555",19
"556",19
"557",19
"558",19
"559",19
"560",19
"561",19
"562",19
"563",19
"564",19
"565",19
"566",19
"567",19
"568",19
"569",19
"570",19
"571",19
"572",19
"573",19
"574",19
"575",19
"576",19
"577",19
"578",19
"579",19
"580",19
"581",19
"582",19
"583",19
"584",19
"585",19
"586",19
"587",19
"588",19
"589",19
"590",19
"591",19
"592",19
"593",19
"594",19
"595",19
"596",19
"597",19
"598",19
"599",19
"600",20
"601",20
"602",20
"603",20
"604",20
"605",20
"606",20
"607",20
"608",20
"609",20
"610",20
"611",20
"612",20
"613",20
"614",20
"615",20
"616",20
"617",20
"618",20
"619",20
"620",20
"621",20
"622",20
"623",20
"624",20
"625",20
"626",20
"627",20
"628",20
"629",20
"630",20
"631",20
"632",20
"633",20
"634",20
"635",20
"636",20
"637",20
"638",20
"639",20
"640",20
"641",20
"642",20
"643",20
"644",20
"645",21
"646",21
"647",21
"648",21
"649",21
"650",22
"651",22
"652",22
"653",22
"654",22
"655",22
"656",22
"657",22
"658",22
"659",22
"660",22
"661",22
"662",22
"663",22
"664",22
"665",22
"666",22
"667",22
"668",22
"669",22
"670",22
"671",22
"672",22
"673",22
"674",22
"675",22
"676",22
"677",22
"678",22
"679",22
"680",22
"681",22
"682",22
"683",22
"684",22
"685",22
"686",22
"687",22
"688",22
"689",22
"690",22
"691",22
"692",22
"693",22
"694",22
"695",22
"696",22
"697",22
"698",22
"699",23
"700",23
"701",23
"702",23
"703",23
"704",23
"705",23
"706",23
"707",23
"708",23
"709",23
"710",23
"711",23
"712",23
"713",23
"714",23
"715",23
"716",23
"717",23
"718",23
"719",23
"720",23
"721",23
"722",23
"723",23
"724",23
"725",23
"726",23
"727",23
"728",23
"729",23
"730",23
"731",23
"732",23
"733",23
"734",23
"735",23
"736",23
"737",23
"738",23
"739",23
"740",23
"741",23
"742",23
"743",23
"744",23
"745",23
"746",23
"747",23
"748",24
"749",24
"750",25
"751",25
"752",25
"753",25
"754",25
"755",25
"756",25
"757",25
"758",25
"759",25
"760",25
"761",25
"762",25
"763",25
"764",25
"765",25
"766",25
"767",25
"768",25
"769",25
"770",25
"771",25
"772",25
"773",25
"774",25
"775",25
"776",25
"777",25
"778",25
"779",25
"780",25
"781",25
"782",25
"783",25
"784",25
"785",25
"786",25
"787",25
"788",25
"789",25
"790",25
"791",25
"792",25
"793",25
"794",25
"795",25
"796",25
"797",25
"798",25
"799",25
"800",25
"801",25
"802",25
"803",25
"804",25
"805",25
"806",25
"807",25
"808",25
"809",25
"810",26
"811",26
"812",27
"813",27
"814",27
"815",28
"816",28
"817",29
"818",29
"819",30
"820",30
"821",30
"822",30
"823",30
"824",30
"825",30
"826",30
"827",30
"828",30
"829",30
"830",30
"831",30
"832",31
"833",31
"834",31
"835",31
"836",31
"837",31
"838",31
"839",31
"840",31
"841",31
"842",31
"843",31
"844",31
"845",31
"846",31
"847",31
"848",31
"849",31
"850",31
"851",31
"852",31
"853",31
"854",31
"855",31
"856",31
"857",31
"858",31
"859",31
"860",31
"861",31
"862",31
"863",31
"864",31
"865",31
"866",31
"867",31
"868",31
"869",31
"870",32
"871",32
"872",33
"873",33
"874",33
"875",33
"876",33
"877",33
"878",33
"879",33
"880",33
"881",33
"882",33
"883",33
"884",33
"885",33
"886",33
"887",33
"888",33
"889",33
"890",33
"891",33
"892",33
"893",33
"894",33
"895",33
"896",33
"897",33
"898",33
"899",34
"900",34
"901",34
"902",34
"903",34
"904",34
"905",34
"906",34
"907",34
"908",34
"909",34
"910",34
"911",34
"912",34
"913",34
"914",34
"915",34
"916",34
"917",34
"918",34
"919",34
"920",34
"921",34
"922",34
"923",34
"924",34
"925",34
"926",34
"927",34
"928",34
"929",34
"930",34
"931",34
"932",34
"933",34
"934",34
"935",34
"936",34
"937",34
"938",34
"939",34
"940",34
"941",34
"942",34
"943",34
"944",34
"945",34
"946",34
"947",34
"948",34
"949",34
"950",35
"951",35
"952",36
"953",36
"954",36
"955",36
"956",36
"957",36
"958",36
"959",36
"960",36
"961",36
"962",36
"963",36
"964",36
"965",36
"966",36
"967",36
"968",36
"969",36
"970",36
"971",36
"972",36
"973",36
"974",36
"975",36
"976",36
"977",36
"978",36
"979",36
"980",36
"981",36
"982",36
"983",36
"984",36
"985",36
"986",36
"987",36
"988",36
"989",36
"990",36
"991",36
"992",36
"993",36
"994",36
"995",36
"996",36
"997",36
"998",36
"999",36
"1000",37
