"","x"
"225",2
"226",2
"227",2
"228",2
"229",2
"230",2
"231",2
"232",2
"233",2
"234",2
"235",2
"236",2
"237",2
"238",2
"239",2
"240",2
"241",2
"242",2
"243",2
"244",2
"245",2
"246",2
"247",2
"248",2
"249",2
"250",3
"251",3
"252",3
"253",3
"254",3
"255",3
"256",3
"257",3
"258",3
"259",3
"260",3
"261",3
"262",3
"263",3
"264",3
"265",3
"266",3
"267",3
"268",3
"269",3
"270",3
"271",3
"272",3
"273",3
"274",3
"275",3
"276",3
"277",3
"278",3
"279",3
"280",3
"281",3
"282",3
"283",3
"284",3
"285",3
"286",3
"287",3
"288",3
"289",3
"290",3
"291",3
"292",3
"293",3
"294",3
"295",3
"296",3
"297",3
"298",3
"299",3
"300",3
"301",3
"302",3
"303",3
"304",3
"305",3
"306",3
"307",3
"308",3
"309",3
"310",3
"311",3
"312",3
"313",3
"314",3
"315",3
"316",3
"317",3
"318",3
"319",3
"320",3
"321",3
"322",3
"323",3
"324",3
"325",3
"326",3
"327",3
"328",3
"329",3
"330",3
"331",3
"332",3
"333",3
"334",3
"335",3
"336",3
"337",3
"338",3
"339",3
"340",3
"341",3
"342",3
"343",3
"344",3
"345",3
"346",3
"347",3
"348",3
"349",3
"350",3
"351",3
"352",3
"353",3
"354",3
"355",3
"356",3
"357",3
"358",3
"359",3
"360",3
"361",3
"362",3
"363",3
"364",3
"365",3
"366",3
"367",3
"368",3
"369",3
"370",3
"371",3
"372",3
"373",3
"374",3
"375",3
"376",3
"377",3
"378",3
"379",3
"380",3
"381",3
"382",3
"383",3
"384",3
"385",3
"386",3
"387",3
"388",3
"389",3
"390",3
"391",3
"392",3
"393",3
"394",3
"395",3
"396",3
"397",3
"398",3
"399",4
"400",4
"401",4
"402",4
"403",4
"404",4
"405",4
"406",4
"407",4
"408",4
"409",4
"410",4
"411",4
"412",4
"413",4
"414",4
"415",4
"416",4
"417",4
"418",4
"419",4
"420",4
"421",4
"422",4
"423",4
"424",4
"425",4
"426",4
"427",4
"428",4
"429",4
"430",4
"431",4
"432",4
"433",4
"434",4
"435",4
"436",4
"437",4
"438",4
"439",4
"440",4
"441",4
"442",4
"443",4
"444",4
"445",4
"446",4
"447",4
"448",4
"449",4
"450",4
"451",4
"452",4
"453",4
"454",4
"455",4
"456",4
"457",4
"458",4
"459",4
"460",4
"461",4
"462",4
"463",4
"464",4
"465",4
"466",4
"467",4
"468",4
"469",4
"470",4
"471",4
"472",4
"473",4
"474",4
"475",4
"476",4
"477",4
"478",4
"479",4
"480",4
"481",4
"482",4
"483",4
"484",4
"485",4
"486",4
"487",4
"488",4
"489",4
"490",4
"491",4
"492",4
"493",4
"494",4
"495",4
"496",4
"497",4
"498",4
"499",4
"500",4
"501",4
"502",4
"503",4
"504",4
"505",4
"506",4
"507",4
"508",4
"509",4
"510",4
"511",4
"512",4
"513",4
"514",4
"515",4
"516",4
"517",4
"518",4
"519",4
"520",4
"521",4
"522",4
"523",4
"524",4
"525",4
"526",4
"527",4
"528",4
"529",4
"530",4
"531",4
"532",4
"533",4
"534",4
"535",4
"536",4
"537",4
"538",4
"539",4
"540",4
"541",4
"542",4
"543",4
"544",4
"545",4
"546",4
"547",4
"548",4
"549",4
"550",4
"551",4
"552",4
"553",4
"554",4
"555",4
"556",4
"557",4
"558",4
"559",4
"560",4
"561",4
"562",4
"563",4
"564",4
"565",4
"566",4
"567",4
"568",4
"569",4
"570",4
"571",4
"572",4
"573",4
"574",4
"575",4
"576",4
"577",4
"578",4
"579",4
"580",4
"581",4
"582",4
"583",4
"584",4
"585",4
"586",4
"587",4
"588",4
"589",4
"590",4
"591",4
"592",4
"593",4
"594",4
"595",4
"596",4
"597",4
"598",4
"599",4
"600",5
"601",5
"602",5
"603",5
"604",5
"605",5
"606",5
"607",5
"608",5
"609",5
"610",5
"611",5
"612",5
"613",5
"614",5
"615",5
"616",5
"617",5
"618",5
"619",5
"620",5
"621",5
"622",5
"623",5
"624",5
"625",5
"626",5
"627",5
"628",5
"629",5
"630",5
"631",5
"632",5
"633",5
"634",5
"635",5
"636",5
"637",5
"638",5
"639",5
"640",5
"641",5
"642",5
"643",5
"644",5
"645",5
"646",5
"647",5
"648",5
"649",5
"650",5
"651",5
"652",5
"653",5
"654",5
"655",5
"656",5
"657",5
"658",5
"659",5
"660",5
"661",5
"662",5
"663",5
"664",5
"665",5
"666",5
"667",5
"668",5
"669",5
"670",5
"671",5
"672",5
"673",5
"674",5
"675",5
"676",5
"677",5
"678",5
"679",5
"680",5
"681",5
"682",5
"683",5
"684",5
"685",5
"686",5
"687",5
"688",5
"689",5
"690",5
"691",5
"692",5
"693",5
"694",5
"695",5
"696",5
"697",5
"698",5
"699",5
"700",5
"701",5
"702",5
"703",5
"704",5
"705",5
"706",5
"707",5
"708",5
"709",5
"710",5
"711",5
"712",5
"713",5
"714",5
"715",5
"716",5
"717",5
"718",5
"719",5
"720",5
"721",5
"722",5
"723",5
"724",5
"725",5
"726",5
"727",5
"728",5
"729",5
"730",5
"731",5
"732",5
"733",5
"734",5
"735",5
"736",5
"737",5
"738",5
"739",5
"740",5
"741",5
"742",5
"743",5
"744",5
"745",5
"746",5
"747",5
"748",5
"749",5
"750",5
"751",5
"752",5
"753",5
"754",5
"755",5
"756",5
"757",5
"758",5
"759",5
"760",5
"761",5
"762",5
"763",5
"764",5
"765",5
"766",5
"767",5
"768",5
"769",5
"770",5
"771",5
"772",5
"773",5
"774",5
"775",5
"776",5
"777",5
"778",5
"779",5
"780",5
"781",5
"782",5
"783",5
"784",5
"785",5
"786",5
"787",5
"788",5
"789",5
"790",5
"791",5
"792",5
"793",5
"794",5
"795",5
"796",5
"797",5
"798",5
"799",5
"800",5
"801",5
"802",5
"803",5
"804",5
"805",5
"806",5
"807",5
"808",5
"809",5
"810",5
"811",5
"812",5
"813",5
"814",5
"815",5
"816",5
"817",5
"818",5
"819",5
"820",5
"821",5
"822",5
"823",5
"824",5
"825",5
"826",5
"827",5
"828",5
"829",5
"830",5
"831",5
"832",5
"833",5
"834",5
"835",5
"836",5
"837",5
"838",5
"839",5
"840",5
"841",5
"842",5
"843",5
"844",5
"845",5
"846",5
"847",5
"848",5
"849",5
"850",5
"851",5
"852",5
"853",5
"854",5
"855",5
"856",5
"857",5
"858",5
"859",5
"860",5
"861",5
"862",5
"863",5
"864",5
"865",5
"866",5
"867",5
"868",5
"869",5
"870",5
"871",5
"872",5
"873",5
"874",5
"875",5
"876",5
"877",5
"878",5
"879",5
"880",5
"881",5
"882",5
"883",5
"884",5
"885",5
"886",5
"887",5
"888",5
"889",5
"890",5
"891",5
"892",5
"893",5
"894",5
"895",5
"896",5
"897",5
"898",5
"899",5
"900",5
"901",5
"902",5
"903",5
"904",5
"905",5
"906",5
"907",5
"908",5
"909",5
"910",5
"911",5
"912",5
"913",5
"914",5
"915",5
"916",5
"917",5
"918",5
"919",5
"920",5
"921",5
"922",5
"923",5
"924",5
"925",5
"926",5
"927",5
"928",5
"929",5
"930",5
"931",5
"932",5
"933",5
"934",5
"935",5
"936",5
"937",5
"938",5
"939",5
"940",5
"941",5
"942",5
"943",5
"944",5
"945",5
"946",5
"947",5
"948",5
"949",5
"950",5
"951",5
"952",5
"953",5
"954",5
"955",5
"956",5
"957",5
"958",5
"959",5
"960",5
"961",5
"962",5
"963",5
"964",5
"965",5
"966",5
"967",5
"968",5
"969",5
"970",5
"971",5
"972",5
"973",5
"974",5
"975",5
"976",5
"977",5
"978",5
"979",5
"980",5
"981",5
"982",5
"983",5
"984",5
"985",5
"986",5
"987",5
"988",5
"989",5
"990",5
"991",5
"992",5
"993",5
"994",5
"995",5
"996",5
"997",5
"998",5
"999",5
"1000",6
