"","x"
"225",3
"226",3
"227",3
"228",3
"229",3
"230",3
"231",3
"232",3
"233",3
"234",3
"235",3
"236",3
"237",3
"238",3
"239",3
"240",3
"241",3
"242",3
"243",3
"244",3
"245",3
"246",3
"247",3
"248",3
"249",3
"250",4
"251",4
"252",4
"253",4
"254",4
"255",4
"256",4
"257",4
"258",4
"259",4
"260",4
"261",4
"262",4
"263",4
"264",4
"265",4
"266",4
"267",4
"268",4
"269",4
"270",4
"271",4
"272",4
"273",4
"274",4
"275",4
"276",4
"277",4
"278",4
"279",4
"280",4
"281",4
"282",4
"283",4
"284",4
"285",4
"286",4
"287",4
"288",4
"289",4
"290",4
"291",4
"292",4
"293",4
"294",4
"295",4
"296",4
"297",4
"298",4
"299",4
"300",4
"301",4
"302",4
"303",4
"304",4
"305",4
"306",4
"307",4
"308",4
"309",4
"310",4
"311",4
"312",4
"313",4
"314",4
"315",4
"316",4
"317",4
"318",4
"319",4
"320",4
"321",4
"322",4
"323",4
"324",4
"325",4
"326",4
"327",4
"328",4
"329",4
"330",4
"331",4
"332",4
"333",4
"334",4
"335",4
"336",4
"337",4
"338",4
"339",4
"340",4
"341",4
"342",4
"343",4
"344",4
"345",4
"346",4
"347",4
"348",4
"349",4
"350",4
"351",4
"352",4
"353",4
"354",4
"355",4
"356",4
"357",4
"358",4
"359",4
"360",4
"361",4
"362",4
"363",4
"364",4
"365",4
"366",4
"367",4
"368",4
"369",4
"370",4
"371",4
"372",4
"373",4
"374",4
"375",4
"376",4
"377",4
"378",4
"379",4
"380",4
"381",4
"382",4
"383",4
"384",4
"385",4
"386",4
"387",5
"388",5
"389",5
"390",5
"391",5
"392",6
"393",6
"394",6
"395",6
"396",6
"397",6
"398",6
"399",7
"400",7
"401",7
"402",7
"403",7
"404",7
"405",7
"406",7
"407",7
"408",7
"409",7
"410",7
"411",7
"412",7
"413",7
"414",7
"415",7
"416",7
"417",7
"418",7
"419",7
"420",7
"421",7
"422",7
"423",7
"424",7
"425",7
"426",7
"427",7
"428",7
"429",7
"430",7
"431",7
"432",7
"433",7
"434",7
"435",7
"436",7
"437",7
"438",7
"439",7
"440",7
"441",7
"442",7
"443",7
"444",7
"445",7
"446",7
"447",7
"448",7
"449",7
"450",7
"451",7
"452",7
"453",7
"454",7
"455",7
"456",7
"457",7
"458",7
"459",7
"460",7
"461",7
"462",7
"463",7
"464",7
"465",7
"466",7
"467",7
"468",7
"469",7
"470",7
"471",7
"472",7
"473",7
"474",7
"475",7
"476",7
"477",7
"478",7
"479",7
"480",7
"481",7
"482",7
"483",7
"484",7
"485",7
"486",7
"487",7
"488",7
"489",7
"490",7
"491",7
"492",7
"493",7
"494",7
"495",7
"496",7
"497",7
"498",7
"499",7
"500",7
"501",7
"502",7
"503",7
"504",7
"505",7
"506",7
"507",7
"508",7
"509",7
"510",7
"511",7
"512",7
"513",7
"514",7
"515",7
"516",7
"517",7
"518",7
"519",7
"520",7
"521",7
"522",7
"523",7
"524",7
"525",7
"526",7
"527",7
"528",7
"529",7
"530",7
"531",7
"532",7
"533",7
"534",7
"535",7
"536",7
"537",7
"538",7
"539",7
"540",7
"541",7
"542",7
"543",7
"544",7
"545",7
"546",7
"547",7
"548",7
"549",7
"550",7
"551",7
"552",7
"553",7
"554",7
"555",7
"556",7
"557",7
"558",7
"559",7
"560",7
"561",7
"562",7
"563",7
"564",7
"565",7
"566",7
"567",7
"568",7
"569",7
"570",7
"571",7
"572",7
"573",7
"574",7
"575",7
"576",7
"577",7
"578",7
"579",7
"580",7
"581",7
"582",7
"583",7
"584",7
"585",7
"586",7
"587",7
"588",7
"589",7
"590",7
"591",7
"592",7
"593",7
"594",7
"595",7
"596",7
"597",7
"598",7
"599",7
"600",8
"601",8
"602",8
"603",8
"604",8
"605",8
"606",8
"607",8
"608",8
"609",8
"610",8
"611",8
"612",8
"613",8
"614",8
"615",8
"616",8
"617",8
"618",8
"619",8
"620",8
"621",8
"622",8
"623",8
"624",8
"625",8
"626",8
"627",8
"628",8
"629",8
"630",8
"631",8
"632",8
"633",8
"634",8
"635",8
"636",8
"637",8
"638",8
"639",8
"640",8
"641",8
"642",8
"643",8
"644",8
"645",8
"646",8
"647",8
"648",8
"649",8
"650",8
"651",8
"652",8
"653",8
"654",8
"655",8
"656",8
"657",8
"658",8
"659",8
"660",8
"661",8
"662",8
"663",8
"664",8
"665",8
"666",8
"667",8
"668",8
"669",8
"670",8
"671",8
"672",8
"673",8
"674",8
"675",8
"676",8
"677",8
"678",8
"679",8
"680",8
"681",8
"682",8
"683",8
"684",8
"685",8
"686",8
"687",8
"688",8
"689",8
"690",8
"691",8
"692",8
"693",8
"694",8
"695",8
"696",8
"697",8
"698",8
"699",9
"700",9
"701",9
"702",9
"703",9
"704",9
"705",9
"706",9
"707",9
"708",9
"709",9
"710",9
"711",9
"712",9
"713",9
"714",9
"715",9
"716",9
"717",9
"718",9
"719",9
"720",9
"721",9
"722",9
"723",9
"724",9
"725",9
"726",9
"727",9
"728",9
"729",9
"730",9
"731",9
"732",9
"733",9
"734",9
"735",9
"736",9
"737",9
"738",9
"739",9
"740",9
"741",9
"742",9
"743",9
"744",9
"745",9
"746",9
"747",9
"748",9
"749",9
"750",10
"751",10
"752",10
"753",10
"754",10
"755",10
"756",10
"757",10
"758",10
"759",10
"760",10
"761",10
"762",10
"763",10
"764",10
"765",10
"766",10
"767",10
"768",10
"769",10
"770",10
"771",10
"772",10
"773",10
"774",10
"775",10
"776",10
"777",10
"778",10
"779",10
"780",10
"781",10
"782",10
"783",10
"784",10
"785",10
"786",10
"787",10
"788",10
"789",10
"790",10
"791",10
"792",10
"793",10
"794",10
"795",10
"796",10
"797",10
"798",10
"799",10
"800",10
"801",10
"802",10
"803",10
"804",10
"805",10
"806",10
"807",10
"808",10
"809",10
"810",10
"811",10
"812",10
"813",10
"814",10
"815",10
"816",10
"817",10
"818",10
"819",10
"820",10
"821",10
"822",10
"823",10
"824",10
"825",10
"826",10
"827",10
"828",10
"829",10
"830",10
"831",10
"832",11
"833",11
"834",11
"835",11
"836",11
"837",11
"838",11
"839",11
"840",11
"841",11
"842",11
"843",11
"844",11
"845",11
"846",11
"847",11
"848",11
"849",11
"850",11
"851",11
"852",11
"853",11
"854",11
"855",11
"856",11
"857",11
"858",11
"859",11
"860",11
"861",11
"862",11
"863",11
"864",11
"865",11
"866",11
"867",11
"868",11
"869",11
"870",11
"871",11
"872",11
"873",11
"874",11
"875",11
"876",11
"877",11
"878",11
"879",11
"880",11
"881",11
"882",11
"883",11
"884",11
"885",11
"886",11
"887",11
"888",11
"889",11
"890",11
"891",11
"892",11
"893",11
"894",11
"895",11
"896",11
"897",11
"898",11
"899",12
"900",12
"901",12
"902",12
"903",12
"904",12
"905",12
"906",12
"907",12
"908",12
"909",12
"910",12
"911",12
"912",12
"913",12
"914",12
"915",12
"916",12
"917",12
"918",12
"919",12
"920",12
"921",12
"922",12
"923",12
"924",12
"925",12
"926",12
"927",12
"928",12
"929",12
"930",12
"931",12
"932",12
"933",12
"934",12
"935",12
"936",12
"937",12
"938",12
"939",12
"940",12
"941",12
"942",12
"943",12
"944",12
"945",12
"946",12
"947",12
"948",12
"949",12
"950",13
"951",13
"952",13
"953",13
"954",13
"955",13
"956",13
"957",13
"958",13
"959",13
"960",13
"961",13
"962",13
"963",13
"964",13
"965",13
"966",13
"967",13
"968",13
"969",13
"970",13
"971",13
"972",13
"973",13
"974",13
"975",13
"976",13
"977",13
"978",13
"979",13
"980",13
"981",13
"982",13
"983",13
"984",13
"985",13
"986",13
"987",13
"988",13
"989",13
"990",13
"991",13
"992",13
"993",13
"994",13
"995",13
"996",13
"997",13
"998",13
"999",13
"1000",14
