"","x"
"225",0
"226",0
"227",0
"228",0
"229",0
"230",0
"231",0
"232",0
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",0
"240",0
"241",0
"242",0
"243",0
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",1
"251",1
"252",1
"253",1
"254",1
"255",1
"256",1
"257",1
"258",1
"259",1
"260",1
"261",1
"262",1
"263",1
"264",1
"265",1
"266",1
"267",1
"268",1
"269",1
"270",1
"271",1
"272",1
"273",1
"274",1
"275",1
"276",1
"277",1
"278",1
"279",1
"280",1
"281",1
"282",1
"283",1
"284",1
"285",1
"286",1
"287",1
"288",1
"289",1
"290",1
"291",1
"292",1
"293",1
"294",1
"295",1
"296",1
"297",1
"298",1
"299",1
"300",1
"301",1
"302",1
"303",1
"304",1
"305",1
"306",1
"307",1
"308",1
"309",1
"310",1
"311",1
"312",1
"313",1
"314",1
"315",1
"316",1
"317",1
"318",1
"319",1
"320",1
"321",1
"322",1
"323",1
"324",1
"325",1
"326",1
"327",1
"328",1
"329",1
"330",1
"331",1
"332",1
"333",1
"334",1
"335",1
"336",1
"337",1
"338",1
"339",1
"340",1
"341",1
"342",1
"343",1
"344",1
"345",1
"346",1
"347",1
"348",1
"349",1
"350",1
"351",1
"352",1
"353",1
"354",1
"355",1
"356",1
"357",1
"358",1
"359",1
"360",1
"361",1
"362",1
"363",1
"364",1
"365",1
"366",1
"367",1
"368",1
"369",1
"370",1
"371",1
"372",1
"373",1
"374",1
"375",1
"376",1
"377",1
"378",1
"379",1
"380",1
"381",1
"382",1
"383",1
"384",1
"385",1
"386",1
"387",1
"388",1
"389",1
"390",1
"391",1
"392",1
"393",1
"394",1
"395",1
"396",1
"397",1
"398",1
"399",2
"400",2
"401",2
"402",2
"403",2
"404",2
"405",2
"406",2
"407",2
"408",2
"409",2
"410",2
"411",2
"412",2
"413",2
"414",2
"415",2
"416",2
"417",2
"418",2
"419",2
"420",2
"421",2
"422",2
"423",2
"424",2
"425",2
"426",2
"427",2
"428",2
"429",2
"430",2
"431",2
"432",2
"433",2
"434",2
"435",2
"436",2
"437",2
"438",2
"439",2
"440",2
"441",2
"442",2
"443",2
"444",2
"445",2
"446",2
"447",2
"448",2
"449",2
"450",2
"451",2
"452",2
"453",2
"454",2
"455",2
"456",2
"457",2
"458",2
"459",2
"460",2
"461",2
"462",2
"463",2
"464",2
"465",2
"466",2
"467",2
"468",2
"469",2
"470",2
"471",2
"472",2
"473",2
"474",2
"475",2
"476",2
"477",2
"478",2
"479",2
"480",2
"481",2
"482",2
"483",2
"484",2
"485",2
"486",2
"487",2
"488",2
"489",2
"490",2
"491",2
"492",2
"493",2
"494",2
"495",2
"496",2
"497",2
"498",2
"499",2
"500",2
"501",2
"502",2
"503",2
"504",2
"505",2
"506",2
"507",2
"508",2
"509",2
"510",2
"511",2
"512",2
"513",2
"514",2
"515",2
"516",2
"517",2
"518",2
"519",2
"520",2
"521",2
"522",2
"523",2
"524",2
"525",2
"526",2
"527",2
"528",2
"529",2
"530",2
"531",2
"532",2
"533",2
"534",2
"535",2
"536",2
"537",2
"538",2
"539",2
"540",2
"541",2
"542",2
"543",2
"544",2
"545",2
"546",2
"547",2
"548",2
"549",2
"550",2
"551",2
"552",2
"553",2
"554",2
"555",2
"556",2
"557",2
"558",2
"559",2
"560",2
"561",2
"562",2
"563",2
"564",2
"565",2
"566",2
"567",2
"568",2
"569",2
"570",2
"571",2
"572",2
"573",2
"574",2
"575",2
"576",2
"577",2
"578",2
"579",2
"580",2
"581",2
"582",2
"583",2
"584",2
"585",2
"586",2
"587",2
"588",2
"589",2
"590",2
"591",2
"592",2
"593",2
"594",2
"595",2
"596",2
"597",2
"598",2
"599",2
"600",3
"601",3
"602",3
"603",3
"604",3
"605",3
"606",3
"607",3
"608",3
"609",3
"610",3
"611",3
"612",3
"613",3
"614",3
"615",3
"616",3
"617",3
"618",3
"619",3
"620",3
"621",3
"622",3
"623",3
"624",3
"625",3
"626",3
"627",3
"628",3
"629",3
"630",3
"631",3
"632",3
"633",3
"634",3
"635",3
"636",3
"637",3
"638",3
"639",3
"640",3
"641",3
"642",3
"643",3
"644",3
"645",3
"646",3
"647",3
"648",3
"649",3
"650",3
"651",3
"652",3
"653",3
"654",3
"655",3
"656",3
"657",3
"658",3
"659",3
"660",3
"661",3
"662",3
"663",3
"664",3
"665",3
"666",3
"667",3
"668",3
"669",3
"670",3
"671",3
"672",3
"673",3
"674",3
"675",3
"676",3
"677",3
"678",3
"679",3
"680",3
"681",3
"682",3
"683",3
"684",3
"685",3
"686",3
"687",3
"688",3
"689",3
"690",3
"691",3
"692",3
"693",3
"694",3
"695",3
"696",3
"697",3
"698",3
"699",4
"700",4
"701",4
"702",4
"703",4
"704",4
"705",4
"706",4
"707",4
"708",4
"709",4
"710",4
"711",4
"712",4
"713",4
"714",4
"715",4
"716",4
"717",4
"718",4
"719",4
"720",4
"721",4
"722",4
"723",4
"724",4
"725",4
"726",4
"727",4
"728",4
"729",4
"730",4
"731",4
"732",4
"733",4
"734",4
"735",4
"736",4
"737",4
"738",4
"739",4
"740",4
"741",4
"742",4
"743",4
"744",4
"745",4
"746",4
"747",4
"748",4
"749",4
"750",4
"751",4
"752",4
"753",4
"754",4
"755",4
"756",4
"757",4
"758",4
"759",4
"760",4
"761",4
"762",4
"763",4
"764",4
"765",4
"766",4
"767",4
"768",4
"769",4
"770",4
"771",4
"772",4
"773",4
"774",4
"775",4
"776",4
"777",4
"778",4
"779",4
"780",4
"781",4
"782",4
"783",4
"784",4
"785",4
"786",4
"787",4
"788",4
"789",4
"790",4
"791",4
"792",4
"793",4
"794",4
"795",4
"796",4
"797",4
"798",4
"799",4
"800",4
"801",4
"802",4
"803",4
"804",4
"805",4
"806",4
"807",4
"808",4
"809",4
"810",4
"811",4
"812",4
"813",4
"814",4
"815",4
"816",4
"817",4
"818",4
"819",4
"820",4
"821",4
"822",4
"823",4
"824",4
"825",4
"826",4
"827",4
"828",4
"829",4
"830",4
"831",4
"832",4
"833",4
"834",4
"835",4
"836",4
"837",4
"838",4
"839",4
"840",4
"841",4
"842",4
"843",4
"844",4
"845",4
"846",4
"847",4
"848",4
"849",4
"850",4
"851",4
"852",4
"853",4
"854",4
"855",4
"856",4
"857",4
"858",4
"859",4
"860",4
"861",4
"862",4
"863",4
"864",4
"865",4
"866",4
"867",4
"868",4
"869",4
"870",4
"871",4
"872",4
"873",4
"874",4
"875",4
"876",4
"877",4
"878",4
"879",4
"880",4
"881",4
"882",4
"883",4
"884",4
"885",4
"886",4
"887",4
"888",4
"889",4
"890",4
"891",4
"892",4
"893",4
"894",4
"895",4
"896",4
"897",4
"898",4
"899",4
"900",4
"901",4
"902",4
"903",4
"904",4
"905",4
"906",4
"907",4
"908",4
"909",4
"910",4
"911",4
"912",4
"913",4
"914",4
"915",4
"916",4
"917",4
"918",4
"919",4
"920",4
"921",4
"922",4
"923",4
"924",4
"925",4
"926",4
"927",4
"928",4
"929",4
"930",4
"931",4
"932",4
"933",4
"934",4
"935",4
"936",4
"937",4
"938",4
"939",4
"940",4
"941",4
"942",4
"943",4
"944",4
"945",4
"946",4
"947",4
"948",4
"949",4
"950",4
"951",4
"952",4
"953",4
"954",4
"955",4
"956",4
"957",4
"958",4
"959",4
"960",4
"961",4
"962",4
"963",4
"964",4
"965",4
"966",4
"967",4
"968",4
"969",4
"970",4
"971",4
"972",4
"973",4
"974",4
"975",4
"976",4
"977",4
"978",4
"979",4
"980",4
"981",4
"982",4
"983",4
"984",4
"985",4
"986",4
"987",4
"988",4
"989",4
"990",4
"991",4
"992",4
"993",4
"994",4
"995",4
"996",4
"997",4
"998",4
"999",4
"1000",5
